Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
Kosovo,XKX,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,75993698.1,72140059,69583145.7,75274464.8,82275800.7,85987699.1,79136411.6,83296240.5,534737934.6,709873305.5,1725715832.4,1701042979.9,1945016128.6,2006077874.4,2220856034,2104353099.9,2102921437.4,2124679279.7,2504211067.7,2325432781.1,2417453907.3,3088370306,3345673086.2,3660395633.4,4240846707.8,4395488576.1,..
Kosovo,XKX,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9538,2.1297,3.2,2.4265,1.1,1.5981,1.0857,1.4256,0.4393,0.9908,0.6401,1.4278,2.3874,1.0965,0.8786,..
Kyrgyz Republic,KGZ,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5527412,292085078.1,446758489.5,609470825.3,1136989888.4,1340946373.3,1505065681,1852206783.5,1937816109.8,1823857616.9,1957506328.4,2148372909.4,2560865743.3,2256599326.4,2596155992.5,2878747157.8,3628104689.4,4118812292.1,4118497688,5493240304.9,6035834629,6815197401.3,7285152487.5,7720114040.8,7973634965,8129210633.4,8163747921.3,8454325248.7,8675596842.8,9060599704.3,9745837593.4,10168018289.8,11689916629.6,..
Kyrgyz Republic,KGZ,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.5154,4.491,2.1284,3.6586,2.4557,3.7249,2.0984,1.3023,0.9675,1.3005,1.2417,1.2316,1.1601,1.021,1.3688,0.5779,1.6172,1.2924,1.1613,1.7721,1.6757,1.9049,1.0484,1.2136,1.2085,1.044,1.2255,1.0601,1.0241,1.3736,0.8974,1.7188,1.0137,..
Lao PDR,LAO,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,8345623.6,15632737.7,18801080.7,32604009.3,41034885.7,44232232.2,108234666.2,172945523.8,255345603,310865806.9,352946306.8,392654370.5,431285785.2,453213661.7,520891119.9,621358350.4,870918488.8,1163997984.1,1328065821.9,1474076595.2,1768535429.2,1873131026.3,1917265365.3,1986718378.2,2071421024.2,2158263219.7,2258225068.4,2325961460.1,2459333771.6,2559997882.5,2531032369.6,2535319431.9,3103689448.4,2441524039.7,2786769334.4,3103123019.2,3616433635.5,4794006799.5,5449173925.5,6179264568.4,6347798321.4,6873148518.7,7213688301.6,7979679310.9,9429589096.3,11488789693.8,13528101907.2,15074137638.9,15955637285.6,19038674475.5,20435014770,18711936672.3,18494671983,18056503647.6,17836681019.8,..
Lao PDR,LAO,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,2.9853,2.13,2.7378,3.6448,1.6325,2.1484,0.213,0.0684,0.1633,0.1468,0.1776,0.089,0.1224,0.187,0.1939,0.151,0.083,0.3774,0.2312,0.4201,0.9049,0.601,0.8589,0.9435,0.8965,2.5355,2.0058,2.6157,1.8248,0.9946,1.377,1.0679,1.438,1.3638,1.4364,3.3366,1.9428,1.5459,1.538,2.0493,2.1748,1.9726,4.0418,2.1137,2.2472,2.5821,2.9823,3.0782,2.463,3.5055,4.2743,1.6304,3.6203,2.6691,1.7384,..
Latin America & Caribbean (excluding high income),LAC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,28119417206.4,31505366905.5,37878015974.4,45214915642.4,59144820834.6,71394881761.1,87236980837.6,111886106613.5,134313355723.9,158481203349.6,194133536457.5,238444647949.8,272947047023.3,292396104701,306956060510.8,317780952746.8,335291432955.7,369374435239.1,357325904511.4,356749267945.6,374449801025.9,388534464468,398164368357.5,436079739503.8,474906484897.6,539841197296.2,561606567462.1,592379082044.2,674587039242.6,706058344607.5,693059444517.4,709903720009.9,701817566339.5,741763201845.6,749571660204,687518295632.6,689628867053.3,778623254417.3,819087071755.7,852687055116.3,1004719109678.2,1133577812016.2,1278305670543.8,1429948980615.9,1579083410793.4,1599458307024.6,1632941165013.5,1728164230366.7,1837110559259.3,1879667214376.2,1878613082526.4,1922148571387.4,1942081089449.9,2007323728821,2000405162743.6,..
Latin America & Caribbean (excluding high income),LAC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.72846471117902,6.9541775727361,6.90810408047818,8.15207611841461,8.60847631579457,8.17184311070992,7.51453188813659,7.60912497533102,9.42320763841186,10.9269277803373,11.2706537181308,13.6576964107796,12.1182553431302,10.229755982064,10.8485871142775,8.81962592907962,7.78457123703983,7.42993261953975,7.80518131250839,8.00570280516087,7.93666318686229,7.21471387501421,6.99104730603445,6.55023228520935,6.20887948799241,7.23195417041891,7.65339490882975,7.49287913714451,7.58105648107357,8.29883570716383,8.45479252781419,6.68366066376774,6.35784537521418,5.6367005895158,5.38413114255226,5.78849779850944,5.57954780854558,5.88473064510168,5.08336268515338,3.54541687426654,2.72228088717216,3.22201944469178,2.37481660064061,2.30341551556381,3.29590042472797,2.79169230277522,6.22099571765407,4.12583227442427,6.21995283661953,5.17778857777126,3.70637075720323,2.99835205495664,4.1319159747791,6.05508932455701,6.56916917980947,..
Least developed countries: UN classification,LDC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4266000934.9,5757860186.9,6839916040.6,8925096572.9,12404226693.3,15283613581.2,18009258820.2,23731713562.5,29556687537.2,33953841712.8,40557214178.5,47038528597.5,53288950030.4,58063214595.1,62783914491.5,76191562275.8,84239212573.2,102157417410.9,106137811248.5,109950582847.3,122813467287.5,129087835156.5,132724062319.2,136171093949.5,146590061336.6,151618036689.8,148783562703.3,143607863807.6,153371511979.4,147305716291.6,142304337450.5,136358911676.8,146288399130.7,156764127849.1,163443003019.6,158249537214.2,133516100843.7,149010173785,161195989837.9,180723219359.1,191765820056.9,209089239103.5,232261383674.9,269817298919.1,298536301138.1,324121443911.8,352747105131.7,397772139836.6,431852269078.8,463004272294.9,513740569172,556367874042.8,566461849587.5,592963142759.4,604044873462,..
Least developed countries: UN classification,LDC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,3.53838463932917,4.5241949697443,2.93156924484254,4.8198359534258,4.15236148101031,3.78454327790847,3.57102282628597,3.87221044428399,4.04199675344505,3.91416152917969,4.49209875498834,3.84472758626729,4.1981443690248,3.33536121187383,3.8700948842576,3.34674427754893,3.10000404745153,2.64686817872319,2.5202033247535,2.37142331064567,2.56855227409404,1.96565593229817,2.24125806848887,1.88592318111478,1.63757526892918,2.31802344087263,2.71140870891698,3.2914353510351,2.12160289211865,2.24627360624068,1.95174467685558,1.77853259944478,1.85346324011448,2.11267115799861,2.03114804728911,4.79778921904378,2.82210357684332,2.70067816705411,2.64443673458141,3.0336512969722,2.09896732799753,2.46088004779521,2.01745816058158,2.5983191373127,2.64835736140038,2.4168516252685,2.82624705529858,2.33377029283197,2.93967252187233,2.74222707759592,1.83824164668888,2.09061718110566,2.38541494239624,2.82659687762467,3.19263314591721,..
Lebanon,LBN,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,64232860.3,68095825.7,61559341.9,56393232.9,49284347.8,45669452.4,39041939.1,53177398,184818036.2,277528704.6,510292638.8,621064003.1,725432305.3,920213723.7,866303195.4,876001128.7,866474229.6,963318056.5,993309402.4,1031127296.3,1787046993.9,1562589912.9,1814004853,1352746947,2126701899.6,2975570831.6,4019242812.7,5093689592.1,6973464912.7,8493083054.7,10075046219.9,13544184075.4,17509147494.3,19045277128.2,22804031551,22787014776.3,24225274178.3,25926510953,44012127490.2,46139751147.2,47828988866.1,49669741104.3,55735120974.3,62119370082.4,64468852046.2,68232175837.7,69523800483.9,74188954317.3,79671964766.9,73914514299.2,68899942020.6,66924113512.2,67100895977.6,66329049009.2,67389006707.2,..
Lebanon,LBN,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,2.8849,3.2171,2.885,7.224,0,0,0,5.9943,8.0099,7.1386,2.9148,11.092,0,9.7491,0,8.5235,6.1553,0,6.2824,0,0,3.815,3.4116,5.7724,8.0102,7.5317,6.096,5.5663,7.8002,8.5159,8.7308,9.54,7.0194,3.422,6.993,6.9571,7.292,5.9527,8.1404,7.5507,5.9806,5.6553,5.218,5.1275,5.509,5.7433,6.1206,6.7506,7.2074,11.109,0,1.0576,0.991,6.4699,6.5326,..
Lesotho,LSO,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,8122200,8628403.5,9486440.3,8260480.3,10154661,14085560.5,16201998.2,24589678.1,34003373.3,53128547.8,71941751,84408003,122070133.2,128672831.9,138033418.7,175286619.1,197621649.8,258625573.6,287087570.2,328147754.2,395586122.4,447387652.9,494402014.6,542372022.5,622553685.7,684357708.7,701229527.2,672950604,688207826.7,687190387.9,769689608.6,684403514,712577931.3,705761420.2,773436561.2,666293758.5,657437143.1,685484471.5,700047301.8,766529460.1,788060174.8,813623741.4,904228982.1,925015906.5,912086478.4,952588686.1,1358062674.5,1504173109.2,1463408840.9,1583480653,1737618388.9,1833103211.3,1809413920,1775614027.3,1773147342.7,..
Lesotho,LSO,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.9528,0,0,0.8713,0.75,0.8601,0.7499,1.2756,4.7048,2.9965,5.9075,9.0639,3.3729,3.0229,2.3382,3.4355,3.5304,2.636,4.238,2.8704,1.3128,5.7895,13.8168,4.1747,4.8522,6.26,8.1746,5.0809,4.572,2.6986,0.3821,0.75,1.4572,0.75,1.3336,1.717,0.793,3.9902,1.7381,0.957,5.6111,1.5678,1.9736,0.9346,1.3836,0.75,1.8242,1.7073,1.9843,0.9128,1.8367,1.6868,2,1.7499,1.5281,..
Liberia,LBR,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,162259998.9,162113449,159380853.7,159153116.1,161975660.1,178684388.9,208531898.6,292114656.3,443069267.3,596483370.2,685684429.8,813444164,902588449.9,1006557608.5,1080098563.2,1250201170,1549811064.4,1847224451.6,1817042772.2,1877358632.2,2062086288.1,2187238147,2176746977.1,2237489926.6,2367418669.1,2489150432.9,2423875945.1,2406199569.2,2561185367.6,2588479114.5,2836274327.3,3035970627.4,3293838967,3632799616.2,3862478049.5,3950580336.9,4191788049.1,3777967270.2,3160827104.1,1850279323.4,418851731,448515402.8,487153043.1,531077326.6,681673142.7,837371678.4,949982627.2,1118118332.9,1157314862.2,1266409762.3,1459851173.9,1848155520.1,1921937046.9,2105650856.5,2234742478.9,..
Liberia,LBR,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.6366,7.1443,2.5825,4.4071,4.5688,6.6093,5.5178,6.0597,7.5246,5.7724,7.254,5.9108,3.5765,5.6736,4.6639,4.9321,0.7918,2.5777,0,0,3.9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556,0.75,0.9055,1.1767,0.7694,0.7928,1.2144,0.7895,0.1405,1.2227,0.7874,1.0078,0.5099,0.5069,1.8359,..
Low & middle income,LMY,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,64274158756.8,74877546416.8,86975738455.5,104575822386.1,130305686423.8,158487355412.3,191506402583.8,255025553025.5,311416817988.8,364550863888.1,447439802486,520127924019.6,592418372930.4,640916756586.7,669356280733.3,740692325592.3,818728142136.3,943649087515.4,954735108698.5,1010324130710.3,1096997603725.4,1155473919074.3,1205585929929.8,1312003315258.3,1450191359259.2,1617434293368.9,1671832128993.1,1720130131902.7,1855119618982.7,1891679217901.8,1853033688462.8,1880103957684,1934429294975.8,2085031807165.9,2249328413655.1,2201040828448.4,2341017537393.7,2721906069253.2,2904239273452.3,3162748123336.1,3856583730058.6,4477546539176.2,4988702699830.2,5708866572522.6,6273002401221.5,5874697106806.9,6094454318528.7,6855401454949.2,7344966955942.2,7726218374455,8147285952082.8,8794230802146.5,8680503354909.6,8836272764853.9,8937029506127.4,..
Low & middle income,LMY,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.58924716290223,5.15639336915866,5.29000037777361,6.22077837077627,6.43832305488091,6.60575374207556,6.71142309427656,6.5948088068249,7.66074022076081,9.00565919235288,8.68962265753918,10.1338681246916,9.76154987379601,8.50559106255372,8.51722036765025,7.27025265852175,6.34468123903172,6.06832945783079,6.29614201710137,6.34550293731173,6.55600490196393,6.09417149677026,5.78779195261607,5.44350960566753,5.28771346174405,6.08431636060957,6.32701443493641,6.23290094336534,6.20553857325195,6.56960027051294,6.98339671470264,5.56107370132356,5.02411551860772,4.68970019246793,4.3696845774643,4.83677080585988,4.97229850034619,4.93285655994826,3.96793319119124,3.21667606479786,2.81069758264853,3.17606616870118,3.05848582004647,2.62406913189986,3.21809262799751,3.1080840485068,3.87000248152839,3.6587998967659,4.46194099369082,4.25433591164752,3.24658568762678,3.47914998011184,3.36248229280013,4.77884975923388,5.08341427418987,..
Low income,LIC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2742780162.4,3098480157.7,3666868898.3,4624686562.9,6523306562.1,8144887220,9826642853,13713712093.2,16912079849.1,20069356462.6,24859698027.1,30085582926.7,35201371305.7,40229082414,43261121222.4,51856750019.9,60205917067.2,72513054404.2,74831354527.4,79028245803.3,85510684686.2,90527440829.6,92748606142.5,94998126918.5,101802366277.1,106127998915.6,105189117786.4,101140031363.8,108851435394.8,101325009264.1,98925796156.5,94291759722.5,97418252337.6,103913695078.1,105543613436.6,88845136138.1,73967898779.3,81108307295.2,83240476778.9,90817100235.6,89438998921.7,92928593135.4,105728035550.5,127290394596.5,138974784740.8,149144513012.2,156005122665.9,171402561069,182793025409.7,192829211150.3,212451896543,227164994097.6,227335219422.6,235474192287.3,242402275164,..
Low income,LIC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,3.89260206223805,3.31101890833953,2.79519363901438,5.12680454779743,5.19938672209545,3.73281068367895,3.81982133262963,4.02681191543111,4.35860742291629,3.87100566410499,4.28681665909474,3.34957776776699,3.91080629849432,2.78788768561092,3.91152590811985,2.56251227612627,2.68106469494555,2.5650917658205,2.55911088259442,2.19043107228283,2.6149140937709,2.07203045918504,1.75153932362411,1.66900270444344,1.07248479019827,1.35855734903254,1.24963925579545,1.39724153273324,1.11268367181276,1.07201880446633,0.929658331057654,1.44656782493693,1.4634075840748,1.54073849674598,1.42527047961919,1.79117673501471,2.94061054002244,1.57368765836246,2.52911511896324,1.91533520673347,1.43201043613927,1.42890614617812,1.36092616963041,2.72463340485636,2.32605520311666,1.48341986914415,1.11684973269599,1.44259764733367,1.41733093018214,1.2754218428266,1.63083054901227,1.48719648281875,1.23374413015699,1.24798859353095,1.6168379887479,..
Lower middle income,LMC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,23960166149.6,27849484491.2,30417320216.6,35265600877.6,41603725118.2,50649711750.1,59049574393.2,79692179282.4,96416984391.1,111592347598.3,137661746471.7,155851678890.4,179692630326.2,199257659351.6,207842529831.7,239174646717.9,267960825837.4,313151170970.1,323369953636.8,365249692320.6,392839670182.5,403609448552.3,407657180044.6,419980351755.3,449129375302.3,458660092730.6,455744730694.9,448886990603.3,471869079959.9,483301285885.3,470233612669.5,465582193510.6,496640411633.5,536259288427.6,557733599656,527407118164.7,541735448626.6,621808640829.3,689341528610.1,767517101216.9,866543095073.5,965193797515.3,1085382962150.5,1198869208309,1280178769848.5,1359372805882.5,1407130685021.1,1599951991084.5,1689639591892.9,1830249388034.5,1964382367445.7,2125909500494.1,2175568780504.7,2262884453479.1,2337400554367.3,..
Lower middle income,LMC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,3.23206955249304,3.96179912685988,3.76882681679308,3.78239600582208,3.94717830835322,4.84100523513471,5.49385892130507,5.40697782036029,5.750993620077,7.09242591196476,6.5442295722234,8.11751714012548,7.8231659916422,7.38754848996136,6.80270460493897,6.35328122526395,5.90631413310818,5.30973142302418,5.46317503585164,5.55515608743336,5.14878843820543,4.97613506817592,4.64196630600761,4.8100065679629,4.06484389879403,4.26242918196434,4.34152379727398,4.7394557132855,3.91845230459759,4.33133208079783,4.89567954261246,4.10106068255211,4.17495889670835,3.19347583459647,3.63343567276177,4.37901239210587,4.22363375126366,4.05184954220297,2.85776277703911,2.83228157307815,2.57732741483441,2.42991360306723,2.45206678024261,2.17822812864151,2.6878640915864,2.74155292673643,2.65958948725606,3.25277266820987,3.49352994853148,3.70866067154299,2.19137712712497,2.54927556472698,2.6968586932606,4.37552812805819,4.72092981810766,..
Madagascar,MDG,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,485146240.2,488437476.9,510135605.2,504986847.3,750848944.2,791025348.4,189942758,781578848.3,355903317.7,773090282,1248330829.8,1613368349.2,1932701142.1,2040565064.6,2146908255.4,2529331046.5,3007383734.1,3683564458.8,3683557860.6,3431373376.8,3701101935.3,3908195316.3,3911346484.2,3804731531.5,4096453461.6,4322004158.1,4145801222.5,4108929981.9,4393975739.9,4781749985.1,4726029557,4184263804.7,4543888332.4,4979583730.9,3824731184.5,3525441335.7,1526991065.5,2332269180.4,2533049972.1,2846880423.7,2755972130.7,2867388363.7,2993469808.1,2940581583.4,2963528296.3,3007857304.8,2976805934.8,3382906474.6,3720119522.3,4044792622.6,4841435396.1,5344813135.2,5935380471,6429471661.1,6653640488.3,..
Madagascar,MDG,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,2.2605,4.0968,1.9283,3.5831,2.3945,0.7254,2.0229,3.9969,5.6193,5.5769,5.6701,5.2851,5.9278,6.0371,5.2024,3.5655,2.4628,2.8367,2.5002,2.2157,1.1115,1.7109,1.621,1.1828,0.8934,1.0893,0.5971,2.6634,0.9467,0.7641,0.7499,0.75,0.7499,0.75,0.7713,0.7769,1.0515,1.1396,1.2365,0.9919,0,0.75,0.6158,0.8783,0.7203,0.4854,0.8732,0.8399,1.3991,0.9285,1.1261,1.3215,0.5432,0.3467,0.4981,..
Malawi,MWI,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,135209089.9,152207137.9,175657679.9,215019020.3,242448768.9,270146842.5,309343465.2,460539297.9,594691119.5,668979096.1,830099378.4,821549155.7,864818902.9,892447751.9,879965289,1020836517.7,1157319300.3,1366795219.6,1359054452.1,1410101287.7,1558240456.5,1664940523.2,1708915403.5,1826231847.6,2021054114.3,2238776661.5,2311685185.8,2225560611.3,2438886276,2757065362.4,2716150630.5,2591698365.2,2900916474.8,3111209644.5,3443607862.6,3195998422.2,870594215.5,868946321,994770539.4,1144449860.3,1020774253.2,1213551485.4,1331643879.7,1562928822.3,1660844756.6,1722514630.8,1848081075.2,2162398106.2,2265713574.3,2427416965.7,2961709327.2,3197123056.9,3340066801.7,3604152682.7,3743648285.8,..
Malawi,MWI,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,3.8403,2.5241,1.5691,2.8344,2.2513,2.7368,4.8301,5.7505,4.4316,9.2816,5.9904,6.2922,4.8921,3.0325,3.7132,1.9087,3.2166,1.8039,1.9503,1.3303,1.2571,2.8458,0.75,1.2298,1.7986,0.9638,1.1647,1.0336,0.75,0.75,0.75,0.75,0.8466,0.75,0.972,1.3869,0.8254,1.6905,1.1745,1.3363,0.7748,1.2688,1.0524,1.4957,0.7692,0.529,1.1606,0.6059,0.8625,0.6931,0.9722,0.75,0.7754,0.5254,1.25,..
Maldives,MDV,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,8884310.1,12814260.6,25763273.8,38885616.1,65069558.1,77220826.7,82809472.5,83065918.7,68684985.3,72836720,71359561.4,66800308.7,77964852.9,81242507.1,94898973.9,112349106.8,123524561.1,154866795.9,168205228.4,171332186.7,193599922.6,219239550.1,203023211.5,233027776.1,269846875.2,292920063.3,339659074.9,362256384.2,553529541.8,771849569.6,1146830061.3,1382775073.4,913686330.3,880681947.2,939044142.8,1024556824.2,1101101172.9,1004002006.3,1137521463.6,1465514069.7,2321198855.1,2674811758.5,3661325289.9,4099470066.5,3992801782.9,3999770239.2,4692462747.8,..
Maldives,MDV,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,2.1512,0.7,2.9344,3.0692,6.947,7.2162,8.5623,6.1338,5.1389,1.3421,7.192,3.4608,0.7508,9.871,1.4581,3.405,4.7528,3.1513,6.4844,5.5698,3.6596,2.8129,3.0913,5.0796,3.8474,6.4094,1.804,3.7176,4.2362,5.8329,0.9263,2.1514,1.6218,0.6066,4.0282,2.0636,2.6595,2.249,3.2525,5.2174,5.122,2.9091,0.9876,6.4033,3.784,2.3913,3.6101,..
Mali,MLI,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,247329389.8,270904912.4,268459500.5,301150655.9,349032615,356087237.6,373790643.6,471760934.6,564047359.7,567284582.4,727065952.2,830271147,875182595.8,988418284.1,1237315019,1456134356,1743115158.8,2049076480.5,2019888080.4,2127515896.4,2467995904.9,2599264266.9,2900472548.6,2903213185.3,2694518432.5,2958170808,3006602911.2,3152281165.1,3204812997.8,3217973119.8,2981177567.1,2878077838.7,2774307283.7,3058861293,3272986411.2,3179661836.5,1588624984.4,1834626837.2,2039671525.9,2194580111,2438634702.7,2907439380.7,3070313143,3483872890.3,3521672816.9,3747044962.9,3847760144.7,4319894781.4,4595485040.1,4997729073.9,5813484499.7,6380090487.6,6233839496.8,6470797281.1,6439962214.4,..
Mali,MLI,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,1.1183,0.3282,1.0157,1.7399,0.8459,1.1375,2.0881,1.8214,2.7138,2.7895,2.2442,2.435,2.1735,4.0787,1.2188,1.3431,1.6329,2.4931,1.191,1.0402,1.0199,0.8954,2.2743,1.3731,0.848,1.4652,1.2475,1.1837,1.5875,2.1154,0.6107,0.8675,0.9264,1.2461,1.0919,1.1169,0.7099,1.3747,1.1076,1.0917,0.981,1.0025,1.4193,1.2362,1.3803,1.2916,1.3955,1.1758,1.3527,0.7752,1.2886,1.5613,2.0733,1.5584,0.6874,..
Mauritania,MRT,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,26315139.8,38917392,55901714.8,105104201.8,167769703.3,188223059.3,406677120.6,522227584,682289435.3,714672347.7,836345498,960830668.9,1133096261,1273374706.9,1317129629.7,1450506269.9,1742102911.7,2023942394.7,2046882263.2,1967825049.7,2109426965.7,2201330412.6,2100811551.6,2169793892.4,2255603797.7,2390562998.4,2451411242.9,2489391257.3,2389022769.9,2499843794.9,2344637631.9,2251014239.7,2237558424.9,2318671111.4,2299558089.2,2281454208.9,1560130846.4,2568568273.1,2850445607.1,3141949629.8,3556481608.2,3742969896.7,4277397892.3,4522468781.5,4531578245.3,4993494071.2,5080228847.5,5241041040.5,5223782895.1,5381274690.4,5685048948.8,4785800456.2,4559340624.4,4588008473.3,4459916731.6,..
Mauritania,MRT,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.0275,0.1839,5.9389,6.131,1.6216,2.659,4.359,5.8783,4.4053,4.3218,3.5648,2.1256,3.4014,5.034,2.7493,2.1081,3.2604,1.5048,1.5549,2.9383,3.0853,2.5382,1.541,2.0132,1.9637,1.0527,3.4496,2.3105,1.9421,1.0691,1.8807,1.6932,1.7849,1.5448,2.5284,3.2833,1.5636,2.5825,2.7646,4.1217,2.2152,2.6107,1.7489,1.9665,1.9415,2.757,2.4391,2.1687,4.433,2.0926,1.8286,2.1851,1.9302,2.0248,1.401,..
Mauritius,MUS,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,31738400,33286777.3,35859403.6,42347246.4,47815505.7,52182066.6,64926963.7,101513308,190057591.2,306197241.7,420231063.4,504760102.5,550032545.9,512034883.1,510117703.4,577756799.8,634224117.9,785227656.1,824028164.4,812915119.5,932288569.9,991773851.8,943715144.4,901101941.5,1098541961.4,1415082634,1398985369.8,1339677413.5,1281160960.3,1292869242,966762441.1,867310143,2042535103.7,3225477013.1,3329382750.5,3631519806.7,3504181954.6,5673170871.8,6514858744.6,7318907627.9,7928681896.2,9841085923.9,10694876889.2,12391683917,12759055557.6,10302274190,10444397736.4,10629579614,11234112089.6,12361096211.7,12402260814.6,14700286003.2,17652775747.4,19079313500.9,20364236675.8,..
Mauritius,MUS,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,0,0.75,0.7739,0.2961,6.1759,6.3658,5.9481,7.7159,6.3104,10.5863,10.6239,7.4128,8.6432,9.7414,10.52,4.7242,6.7893,6.9266,7.7121,4.9689,6.0146,5.6461,4.9786,4.9572,5.3521,5.9227,4.152,6.6957,3.2017,4.5209,6.4042,3.882,2.7969,2.5417,2.5764,2.5442,5.9095,3.9335,3.8932,1.2297,1.3093,0.821,1.5877,2.3818,0.905,1.3035,2.1266,1.9879,1.2597,0.8622,1.2567,0.5129,1.5372,4.3632,5.4737,..
Mexico,MEX,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,7097271963.6,7627450073.8,8351504526.6,10667132065.7,14080544375.1,18381411868.8,24139106860.2,31382393509.7,35905344399.6,42974454788.9,57574370375.6,78412639827.2,86274650447.2,93158274474.3,95016521283.5,97063210490.8,101083076236.3,109652607038.7,99399530018.3,94016224827.1,104604453446.9,114219780588.7,112454855209.2,131852484881,139914928842.7,166734035992.5,157582830604.4,148844858127.8,171132230334.4,185863562592.2,178113615414.8,202572533842.5,193461604962.7,199260698324.5,210040194664.4,218225512951.4,221829065156.6,250650606340.3,248240107870.4,250545865969.3,312338399290.8,351694706992.3,432987558051.4,504135518878.2,544166999708.7,538015200055.6,544792453300,578638429804.9,602000702060.1,617449991504.4,616686384395,601471659897.8,585861539733.2,595981151218,591255026725,..
Mexico,MEX,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,7.8864,7.4647,6.8727,9.1149,9.0039,8.9159,8.0361,8.1486,9.8639,11.7462,11.2467,14.9659,14.2571,10.4618,11.3873,9.4721,8.5086,7.5884,7.9863,8.223,8.6104,7.7365,7.3218,6.3535,5.71,8.0153,7.7834,7.2539,7.4665,7.7364,7.6364,6.9007,5.9848,5.1456,4.9599,4.6896,4.5561,4.779,6.0448,2.9104,2.0888,1.7815,1.6978,1.7551,2.3817,3.2553,4.3238,2.9963,3.8648,4.3612,4.1163,3.7843,3.2845,3.4728,6.0487,..
