Country Name,Country Code,Counterpart-Area Name,Counterpart-Area Code,Series Name,Series Code,1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024],2025 [YR2025]
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,8272432006.9,9576507025.6,10352191682.5,12843417110.4,14612858647.4,20733964078.7,26217732745.9,41295323720.3,51206889919.2,59326240492.1,74110554242.3,79030077349.4,93290976054.7,98389797765.3,99401207828.6,114048959011.4,129767296847.5,147164297108.7,152068308186.1,158606407055.5,157460782496.6,163719607628.7,166685864395.6,171246424833.6,181716630082.4,192181494135.2,187574619183.1,175710299246.3,186252762109.2,183489751309.8,177887617025.2,175890343934.2,186486561553.6,199310524626.5,252035394028.8,219393920729.3,214206675630.5,232348354417.4,237069840243.9,259797354181,276398325905.1,278531198368.4,287054302445.5,306007296676.8,310759793703.2,331005797504.8,368918084283,424403783327.9,453008315359.1,482613531550.7,520176399584.6,556621876560.8,563085458094.5,578681258849.3,561180001611.5,..
"Middle East, North Africa, Afghanistan & Pakistan (excluding high income)",MNA,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,3.64807711688123,4.43415982376078,4.45970631906833,6.64252943930041,4.98193936917149,5.95684272867976,6.11239239402726,6.0601103573349,7.00776562847252,7.7126457778189,6.22446337277547,7.25314367265503,7.6236773465066,7.72691375756124,8.32688831912619,6.55238606465847,6.28667068578102,5.79759068172415,6.40425265285011,6.76754849033434,7.07602892340532,6.20607652026796,5.53085399553923,5.02607570614745,5.19221652817194,5.80140083654032,5.17196981797488,5.25101580134178,5.13442135881542,4.90104945056963,5.96611215854504,5.07102617283522,4.63825145597119,3.06303619351667,4.10668642392489,3.86306669872545,4.82668296284805,4.27846072540622,3.25481275805478,2.91562011949619,2.73243336612444,2.60292794517583,2.74363988454392,1.7375938650995,2.91557481906054,2.79338133914115,2.7463989814365,4.29616951855717,4.23464141959656,4.10359391887402,2.80579068210716,3.26008950320532,3.06080009911549,5.01666299726449,5.66509550082899,..
Middle income,MIC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,61531378594.4,71779066259.1,83308869557.2,99951135823.1999,123782379861.7,150342468192.3,181679759730.8,241311840932.3,294504738139.7,344481507425.5,422580104458.9,490042341092.9,557217001624.7,600687674172.7,626095159510.9,688835575572.4,758522225069.1,871136033111.2,879903754171.1,931295884907,1011486919039.2,1064946478244.7,1112837323787.3,1217005188339.8,1348388992982.1,1511306294453.3,1566643011206.7,1618990100538.9,1746268183587.9,1790354208637.7,1754107892306.3,1785812197961.5,1837011042638.2,1981118112087.8,2143784800218.5,2112195692310.3,2267049638614.4,2640797761958,2820998796673.4,3071931023100.5,3767144731136.9,4384617946040.8,4882974664279.7,5581576177926.1,6134027616480.7,5725552593794.7,5938449195862.8,6683998893880.2,7162173930532.5,7533389163304.7,7934834055539.8,8567065808048.9,8453168135487,8600798572566.6,8694627230963.4,..
Middle income,MIC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.62974373668776,5.26796091649546,5.55460928547212,6.33029284919906,6.56711330691298,6.85852811148024,6.93942386394597,6.7687097082836,7.87342275628208,9.32924505994173,9.0444825881334,10.8635292486334,10.1499188074994,8.96582930916392,8.88340505296317,7.66169545228573,6.67571390681067,6.38826002926953,6.55517927171135,6.65125258433966,6.72060760836169,6.27350544064931,5.90375738255196,5.53723453408784,5.37067329197778,6.13624424480476,6.38210918459163,6.29745522562807,6.29393397273389,6.64934809516327,7.11505605473463,5.69352064518963,5.20881804926264,4.7902610421409,4.46861430951671,4.92901335409374,5.05996446539133,5.04779649446328,4.08076610179232,3.25927827752635,2.85637177802023,3.23217128669869,3.11348259583664,2.61863605437369,3.25673892948376,3.15531384370779,3.93016880680851,3.71897273709324,4.53382129722596,4.33551957944035,3.28259713069383,3.52011185557882,3.40230888437492,4.92052250382137,5.15760313435008,..
Moldova,MDA,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,38504010,277649585.7,502493296.4,695156112.5,847654629.7,1082410828.2,1070923032,1186611253.6,1841764696.6,1790545238.9,1964800771.1,2116536512.5,2114078919.5,2219300777.2,2622104183.3,3365279030.6,3724452934.9,3715120838.6,4724734887.4,5216932920.4,5320130874.1,6204086253.4,5851136268.3,6094646557.5,6217992082,6967883842.8,7285819232,7311334078.8,7948372177.9,9067599919.5,9752045571.4,10662682776.4,10491120731.8,..
Moldova,MDA,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3.4678,5.7293,5.5758,6.8852,7.0532,6.1236,5.8153,0.75,1.0682,0.75,0.75,0.75,0.8407,1.453,1.7823,3.2697,5.0287,1.6843,2.3665,1.0496,2.3737,1.2573,0.5875,0.3648,1.0048,0.2616,1.0061,0.5455,1.288,0.1834,1.2073,2.4866,3.2284,..
Mongolia,MNG,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,354767148.4,387587630.4,464445079.7,530709459.5,534109092.9,606210429.5,726731457.8,981029420,959974419.2,946235061.7,1102129245.4,1544708956.9,1593614529,1396369453.2,1494391223,1743771481.3,2185574928.2,2987825936.4,5928348234.1,9629415055.9,15884345587.4,20163758882.7,22661510937.3,24116768493.9,26419310479.1,29736206992.6,31615438487.9,33307361024.1,32634584659.2,34962629978.3,33701162514.4,35039286449.3,38016581521.2,..
Mongolia,MNG,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5.0398,1.0563,0.7928,2.2121,1.1433,2.647,1.9383,0.75,1.1623,1.0175,1.1941,1.2232,0.75,1.079,1.0446,3.8525,0.9374,0.4139,1.3559,1.448,3.6995,0.1502,0.5328,0.8718,3.1791,4.8244,4.1399,1.8928,2.1849,3.0378,2.53,7.1651,5.2028,..
Montenegro,MNE,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,879825840.4,1299340650.2,1502099048.5,2356696742.8,4502976940.9,5524651521.6,6175932504.6,7387914607.9,6759453969.5,6674238727,6277162867.3,7292384356.9,8107921805.3,8438759319.4,10523512118.4,9637917250.1,8806406767.8,8664556534.3,8741348456.1,..
Montenegro,MNE,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.3776,2.2978,2.6277,5.3442,5.7241,5.1579,5.475,3.806,1.8674,3.7082,5.3818,2.8844,3.0378,2.1428,0.8671,0.2979,0.9999,7.6129,5.8953,..
Morocco,MAR,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,984947643.2,1127918127.3,1186041280.3,1287831261.9,1514192941.5,2659528434.8,3360845158.6,5610354070.3,6923305124.6,8207897716.9,9722119760.7,10579556345.6,12401132803.4,13037499587.9,13908382132.8,16056141868.2,17926477095.7,21029558180.4,21117139131,22230849930.6,25026523628.4,22503101421.1,22688198688.3,22114998128.9,22988012254.8,23785013677.9,24233330915.5,23501640856.4,23664365052.6,23075639461.2,20810014284.5,18924527892.6,18140486660.4,18384943689.5,17133015904.7,16350932485.1,18051337126,20795268515.3,21063731444.1,24783965561.5,27347978062.1,30016607498.1,33925181786.7,39430846407.3,43338961889.4,44625383212.7,47831451631,51358094284,50686138658.3,55279299519.3,66009840918.5,65687357710.1,64971802459.6,69632222212.5,67993946129.4,..
Morocco,MAR,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.3453,4.4198,5.3714,5.4157,5.0718,8.193,7.8663,6.793,7.0782,8.5079,8.076,8.5056,9.8442,7.6537,8.1053,8.2694,7.1649,7.1775,7.3795,7.179,6.8121,6.6502,7.3774,6.672,4.7489,4.6443,5.97,4.9418,3.8416,3.6336,3.5364,3.6436,3.5487,4.0707,3.434,3.0987,3.7583,4.1676,3.7386,2.7492,2.7925,1.5395,2.6808,1.5222,2.8949,2.6129,1.1757,1.5354,1.1841,1.4492,1.7037,2.4127,1.4711,4.985,4.7736,..
Mozambique,MOZ,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1325188500.9,2829525566.6,3450885381.2,4085146123.7,4121792888.9,4321680997.5,4600672902.8,4669674821.6,5081983468.6,5163211988.5,7223305768.2,7410074810.1,7517522867,7583169015.2,8313495221.7,7322033827.9,6616319416.3,4467431060.8,5093523446,5404860952.4,5988473521.7,6118093144.7,4920139667.8,5681113142.3,6367161910.5,7910668053.1,11230847942.9,13467163287.6,19789749571,28977879799.6,34576421531.1,38438314512.3,43401165454.9,46766241383.2,50832826069.6,55538161414.1,60289393540,64425786318.2,66289653065.3,67935857527.8,69765373429.6,..
Mozambique,MOZ,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,4.9599,2.6239,3.3911,3.8993,2.486,1.4109,2.2002,1.7539,0.8377,0.9479,0.7997,0.8544,2.1081,1.4833,0.7185,0.914,0.7818,0.6807,0.8598,0.7892,0.8123,0.6982,1.1455,1.4329,1.9531,2.1813,0.7928,0.9006,2.4454,3.4259,2.6603,0.6182,0.7579,0.9696,1.3625,1.5473,1.501,0.4107,0.7245,0.9562,0.0397,..
Myanmar,MMR,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,163680999.5,193902031.9,220887574.2,304231991.2,356084560.2,373114865.3,387876233.7,606123846.6,1016693814.7,1400620595.5,1681016888.4,1967776609.3,2249852431.1,2451887471.5,2496472629.3,3079595197.6,3792090507.3,4792084860.7,4882277843.1,4744784910.7,5328162847.9,5484154972,5537457751.6,5836105779.6,6418593347.3,6261896664.1,5824336419.9,5894669147.3,6113503813.6,6448277408.6,6482210337.9,6092479225.6,6706702919.5,7436375927.8,7706257381.2,7177918756.9,7518933305,8067206719.8,8957289205.7,9495368311.1,9990180484.8,10825723144.8,11033527299.9,9916586454.4,10049278770.5,10219854991,10112462045,10783959875.7,10731523127,11182088460,13405286214.3,13756717822.1,12535377301.1,12160041318.5,11174807782.3,..
Myanmar,MMR,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.2289,2.9438,3.9883,2.7355,2.2021,2.2086,3.5013,3.4062,2.586,2.7083,3.1204,3.7986,3.1694,1.5103,2.435,3.1611,2.5149,1.5969,0,0,2.6568,0,1.6783,2.2744,2.5388,3.55,1.4469,7.0049,2.9129,1.1086,6.7949,2,1,2.6648,1.9152,2.87,2.5393,2.1081,3.8398,4.2986,4.287,4.3913,0.9694,0.6628,0.398,0.5436,1.3728,0.2229,0.5164,0.9937,1.2651,0.4813,0,0,0,..
Nepal,NPL,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3800810.8,9157279.6,12304770.9,20103243.4,27553349.5,34017048.9,49578186.8,100529800,112579824.5,146346992.4,204459231,278427656.7,352779239,452414309.5,470288696.6,589788225.3,743794136.3,985839696.3,1165294504.9,1355746933.8,1626688626.5,1765142177.1,1798082304.9,2003093150.2,2320287857.8,2409751198.5,2397938028,2413357113.7,2668527138.8,3027783792.6,2874494832.4,2740752757.6,2997587654.6,3213264260.6,3366391763.1,3189016423,3402732071.5,3613195511.4,3696697651.9,3777036974.1,3787483271.7,3826237147.3,3809914765.9,4012919215.7,3980972649,4142916401.3,4297388214,4963402939.1,5510938186.4,6515787783.1,7905810313,8820883327.7,9183774214.5,9982808324,10152157325.7,..
Nepal,NPL,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,2.7611,2.4999,1.7007,0.4211,0.78,1,1.2495,0.8297,0.8799,1.1872,0.8337,1.3588,2.0186,1.6779,1.8202,1.5986,1.2691,3.1499,1.0476,0.9641,0.9257,0.9741,0.8483,0.9698,0.7306,3.4513,2.8661,0.8359,3.2878,0.7304,1.4048,1.2521,1.1857,1.0387,0.9629,1.0853,1.3377,1.8848,0.6037,0.836,1.1815,1.355,1.3434,0.9598,1.1308,0.8965,1.0224,1.0222,0.9698,1.1527,0.988,1.0441,0.763,1.1136,1.1332,..
Nicaragua,NIC,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,242870748.6,295916932.6,354332865.6,498244781.6,675465603.5,871394018.7,962314691.1,1355890701.5,1525327856.3,1615169381.3,2273188106.6,2561916287.3,3037458636.8,4202530072.2,4912584153.2,5880204932.9,6895951891.5,8091567355.3,8811780896,9875552769.9,10976880083.2,11128234987.6,11407262916.9,11657293343.5,12406061120.5,10591398107.2,6174328565,6321398617.4,6379424177.2,6409337546.3,6822420902,6387014039,6440411044,6854198401.8,5096750020.7,5011294159,4190303477.1,4113792029.7,4718042360.2,5923375456.1,7017467446.6,7938152810.7,9154589728.9,10255435645,10965052288.8,11513227717.4,12218682282.7,12741482690.8,13016798421.6,13682755037.4,13840341958.2,14824686632.9,15131422389.3,15360449736.8,15490530047.6,..
Nicaragua,NIC,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,5.6755,6.2647,5.9326,3.3042,2.6827,5.9247,6.6017,7.3983,6.7733,6.2617,4.1062,5.6736,5.8391,6.3238,5.452,4.6502,4.8046,4.0482,4.3193,4.5404,4.5967,3.0965,4.2484,4.4108,3.0851,2.6576,2.153,7.0688,1.7491,1.3712,2.0101,0.9639,1.9386,1.1617,1.0348,1.31,2.9313,1.8279,2.658,3.9027,1.9865,2.9467,2.8284,2.4126,1.1702,2.1454,2.4325,2.4898,4.4299,4.4083,2.7066,2.9801,4.4866,7.2971,5.0469,..
Niger,NER,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,31677128.3,41579704.9,54878131.9,65143781.3,94027452.3,114513117.9,133362568.9,173254567.7,609493090.1,631712155.6,865702257.1,1024767756.1,960416774.7,972233736.6,978440332.1,1223458486.1,1443389299.3,1651886700.4,1700418784,1528025986.6,1757574146.9,1526204768.1,1548857816.8,1574772623.6,1542542790.1,1603602191.8,1554793033,1588957267.9,1686927568.3,1716840769.4,1721127519.8,1633337031.5,1847978005.9,2149675773.7,1975337918.6,1961937154.7,760592818.3,1090578795.1,948320310.3,1248816310.1,1533781918.5,2213013664.6,1783792450.5,1982335397.2,2002738488.1,2228591634.7,2511623278.5,3035459319.8,3176315504.4,3584099139.8,4549110074,4966894821.1,5428667300.1,5613719022.6,5308857136.5,..
Niger,NER,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,1.1967,1.7931,4.7904,1.926,0.2676,0.9393,1.4633,3.6454,6.6068,8.3712,7.3972,7.0493,5.3721,5.4654,2.3487,2.943,1.0417,1.6149,1.3949,3.5376,1.935,1.2628,2.8885,2.2336,0.9986,0.6144,0.9606,1.1463,0.8084,0.9274,0.694,0.8802,1.2682,1.0215,1.2113,0.9273,0.9249,1.5527,1.1406,1.2368,1.4538,1.0417,1.5346,3.2632,1.9621,1.6733,1.1677,0.9914,1.6789,1.6505,2.0773,1.3247,0.6745,1.2818,0,..
Nigeria,NGA,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,836680592.1,960364871.1,1081759364.5,1778977495.8,1880722152.3,1687175642.1,1337791872.3,3146444249.6,5091168447.7,6244582441.2,8938210283.3,11445499562.3,11992466650.3,17576996152.9,17783310906.8,18655375059.1,22215781653.5,29024891233.2,29624118543.4,30121991493,33458483418.1,33526931287.4,29018663727.6,30699263745.6,33092276818.4,34094439060.4,31414754638.8,28467535604,30313714707.5,29095550936.6,33514256077.2,34976644763.9,36779630348.3,41856858871.2,45910626685.7,33654648314.5,17491682578.5,19484330676.5,20418957892.7,22748897639.8,29148883008.7,34129232146,39282745538.8,42604005424.4,46672476310.2,45024833871.7,43735939488.9,65142821169.8,69440288784.6,81342753974.7,87591245939.4,96254706293.5,103064224482.6,102472750412.9,108757630161.5,..
Nigeria,NGA,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.0256,4.4508,6.082,6.5631,4.4685,7.6023,8.5,8.1999,10.2407,10.5191,10.5239,11.2024,9.7703,10.1572,9.8169,8.5078,8.6206,8.4685,7.6375,6.9532,6.5877,6.1319,4.5793,3.7399,7.7197,0,0,0,0,0,1.0429,0.9626,3.6261,0.75,0.75,0.7481,1.6414,0.7807,0.8125,0.7499,1.7372,3.822,1.865,2.1231,1.3639,1.1681,1.5405,4.6894,6.6015,1.741,1.349,4.8568,3.8599,6.2367,6.5008,..
North Macedonia,MKD,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,999807825.3,1034497118.9,1208526120.9,1732657178.6,1231743682.6,1488673981,1447513641.8,1477858663.1,1495042031.9,1656234711.4,1866793246.6,2821671500.5,2978082108.3,3293072429.4,4161065767.9,4294432537.8,5211242723.5,5117234792.2,5982687643.2,6440923457.5,6348713317.7,6690206195.1,6592451551,7364973879.5,8428993017.3,8611055372.7,8883693457.8,10177241392.8,10871173439,11639682525.8,12519612311.4,12837215392.3,..
North Macedonia,MKD,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.82,4.2243,3.7185,3.6912,3.6556,4.7109,3.5655,5.5275,1.8457,3.4984,2.3026,2.2948,4.1435,4.5316,4.82,3.1724,6.6293,0.9555,2.9476,2.9474,2.7156,2.3859,2.9633,4.9751,1.0543,2.3121,0.9842,2.7921,1.3345,3.5835,5.4734,3.5475,..
Pakistan,PAK,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3406742576,3795844722.3,4072098744.3,4566895944.2,5121326329.1,5752876894.9,6802351667.8,7564124307,8329288878.1,8918890624.5,9931198662.3,10580767699.9,11703994182.1,12026223274.4,12227885011.6,13464882307,14954407650.6,16797670141.1,17065165352.3,18348188708.1,20663375831.9,23363317172.7,24916921216.9,24538518425.4,27381870429.1,30231991090.7,29841837480.8,30087535063.7,32302604020.2,34182506198.9,33101002264.3,32359125649.3,34301743105.4,36987109546.7,36879998439.8,34521383741.9,37659231394.5,42532926374.9,50112215045.1,56926359340.6,63407877831.5,65010917821.7,63876676495.3,60219473309,64281642245.6,68673371108.6,75132689979.4,93080292741.6,100120484567.5,110097413225.2,117948502847.7,130752452005.8,127601482349.2,131021002940.1,129717513746.7,..
Pakistan,PAK,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,2.5539,2.8261,2.687,3.2214,3.0559,3.5468,4.2124,4.0261,2.5947,3.2915,4.4388,7.5458,7.2933,5.3749,4.694,5.6665,5.7204,4.8625,5.2775,4.9586,5.3216,5.6897,4.4038,3.6389,4.3027,5.1568,4.819,5.2736,4.8612,4.7905,6.0461,2.807,1.6824,1.9709,2.0527,2.3073,4.8042,3.7483,2.2268,1.7134,2.3583,1.4021,2.0543,2.1007,4.0815,2.3563,2.8054,4.4024,3.4633,3.5894,2.2407,3.3635,3.0825,3.9796,3.2422,..
Papua New Guinea,PNG,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,208775480,407176568,495025775,525578942,505321531,506036560.4,520751938.4,675812946,583277481.3,608638131.4,719001777.7,1184523871.7,1627595970.5,1867658923.3,2029276420,2112192646.1,1984116631.7,2275815262.8,2249839538.9,2316234092.1,2593899557.8,2774125271.9,3788946401.1,3268510852.4,2792345094.2,2505573004.3,2507363358.3,2589508592.6,2712134542.3,2657223999.3,2325079588,2047405719.9,1856713721,1863354062.5,1769749010.6,1870906689.6,1754570834.6,1530876142.9,1436380431.4,1768982572.7,5987009775.4,12584089527.7,14922490380,21609688423.6,20428666793.2,20386681359.9,19247283289.3,17223736382.3,17723605372.7,18744676569,18046873709.3,19711775407.6,19606599470.6,15483629098.5,12854160687.9,..
Papua New Guinea,PNG,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.3883,7.1099,4.2689,6.7434,7.6389,9.5934,6.3227,5.7063,2.8074,9.3077,11.2233,12.6372,12.9569,7.2134,6.3619,8.4539,6.2711,4.0381,5.5312,6.3556,5.9814,5.3354,2.8304,4.8163,7.4084,5.2444,1.7923,5.6354,6.26,5.6563,6.4768,3.8303,1.9418,0,1.6607,0,4.4028,0.75,2.128,1.7292,0.7673,1.4172,1.2044,1.1828,1.5957,0.9182,4.4874,1.8675,5.6546,3.0096,2.7964,2.3038,3.2097,6.829,4.4395,..
Paraguay,PRY,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,144131808.1,162143126.8,184900809.6,208205811.2,257137393,310687008.8,375035112.8,555080513.4,723510117.6,912112477.7,1056127261.9,1249022955.2,1396514339,1510708330.3,1563667838.5,1907737935.7,2173394455.8,2610091518.5,2433415137.9,2459604124.7,2176252017,2129183915.2,1690940097.4,1649950801.5,2153330722.2,2617585263.3,2604084334,2496673813.2,2826034207.6,3433334794.8,3106035613.7,2867285123.1,3373052129.5,6798833897.6,7376893644.3,8302216058.4,9565284908.6,10714075892.8,12542605510.3,14051476381.7,16123448799.3,16051060833.8,16608641152.8,16505154683,17285275329.7,17315302892.1,17249495429,17066059548.8,17201035979.9,17873915576.2,21121327299.6,22658308979.4,25239775496.5,26605367216.2,29963457224.3,..
Paraguay,PRY,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,4.5876,4.0351,5.1603,4.8528,5.8012,2.4449,6.4204,6.1632,7.782,6.6488,6.9093,9.0528,8.9673,7.607,8.9197,8.6012,7.8418,5.9098,5.7013,5.2052,3.5339,0,7.3385,4.8377,5.0815,5.5645,7.032,6.8353,6.9841,6.7083,6.3731,5.7614,2.8453,2.7135,0,4.4643,3.8851,5.2991,3.5979,2.7817,1.869,1.1266,1.1221,3.1687,3.7777,1.9174,3.1704,2.7719,4.8493,4.3361,3.6699,4.3685,3.2909,7.6445,6.8201,..
Peru,PER,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,3299813044.7,3409738680.8,3585308809.5,4023439916.7,5380537914,6263823225.1,7725087025.3,9323170353.5,9864921758.9,9416570413.8,9534086343.5,8742790842.6,10871140798.2,11510208723.9,12325632944.2,13049982870.9,15046004898.8,17636125496,18380470896.9,18770828679.8,20297695234.2,20804189541.3,20421065903.5,23650210716,26596519778.8,30911667664.7,29032988173.4,29724003466.9,30581703299.9,29361508474.8,28834463709.6,27722614292,28445374390.4,30221849065.8,31742552289.6,29513668636,29295983199.5,32239012465.4,34719588729.2,37389855104.7,42153893573.5,45012107240.1,61628878216.7,63547800560.9,67907395747.3,67829892596.8,70260218413.7,68257550196.8,68737663405.5,64935891863,74849100910.6,88976755115.6,91689317833.1,93991708227.4,93268743431.7,..
Peru,PER,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,6.4342,6.5119,6.7958,7.9269,7.336,7.2983,6.2063,5.6496,7.6329,9.3626,9.3007,12.1061,11.6103,10.1942,9.7083,8.5262,7.8148,6.3452,6.7182,5.3728,6.7134,5.6039,7.1857,6.545,6.9007,6.0701,4.4351,5.6703,6.6628,3.7691,5.7792,6.4665,7.9075,6.0671,5.8059,7.0232,5.1508,6.916,3.3158,4.2566,4.8713,1.7671,3.5521,1.0488,3.2106,2.9939,2.1311,4.245,3.1947,2.6595,2.6272,2.7526,2.1448,6.2478,6.1441,..
Philippines,PHL,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,2196027768.6,2419452684.8,2671171407.1,2761258308,3305257925,4170679935.6,6039460845,8183427508.3,10772164769.3,13281603751.1,17417202374.8,20785921054.3,24412638705.7,24211103886.8,24356701585.1,26637306936.4,28204156851.4,29784762858.7,28932152202.9,28652845074.5,30579850826.6,32493338656.3,33219038809.8,36142381235,40249396303.7,39371063204.7,43993253267.6,50698365608.8,53589505356.3,58466255807.6,58441426798.4,58387972865.2,60049127095.2,62736143449.5,61123614178.8,58669013597.6,57585168048.9,59163973066,58255598052.1,55969980626,65343964857,65767801994.6,68065636191.2,76726107578.9,78697459572.6,79698419388.1,75276875923.6,73598354220.4,79219780497.7,84368372551.9,98504239510.9,106639207267.5,110775513064.5,124472460162.5,137018240525.2,..
Philippines,PHL,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,7.3471,5.1186,5.5359,5.9772,7.0471,6.9865,7.8965,7.5395,7.566,8.7649,9.9302,9.5892,10.8129,8.5043,7.513,8.4849,5.3071,5.3922,5.1156,5.478,6.1966,5.0239,5.7887,5.5379,4.3277,4.7859,6.1682,4.68,5.7188,6.0733,6.8047,5.226,6.3131,5.6202,6.7044,6.8731,7.3611,5.1932,3.1887,5.5976,3.8129,4.0698,2.7008,0.5028,1.9568,2.7432,2.475,3.0429,1.8021,2.2806,1.444,1.4593,2.3705,4.6643,4.1712,..
Rwanda,RWA,World,WLD,"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,4878977.4,1998751.4,3384478.7,7914015.3,12310096.7,24074478.2,47677144.2,87491537.9,126802922,156078453.5,189831300.7,196579659,218308574.3,240503861.8,290096525.8,365597855.9,451264931.1,605111630.7,653567381.9,623297105,711728808,809899702.6,857063267.2,908962809.2,955151668.6,1032504216.9,1045357833.6,1112854511.6,1227864434.5,1311799009.3,1289758077.6,1299040552.2,1452031421.5,1555052246.9,1670716289.3,1526467033.2,433571511,619217476.9,928908920.7,1101366314.6,1233314075.5,1460707197.2,1814518289.8,2314567423.3,2909860018.3,3451961693,4318716827.6,5076087515.8,5681081205.9,6514940151.8,8193642650.5,9317675644.8,9690063879.9,11383983796.8,13050400791.1,..
Rwanda,RWA,World,WLD,Average interest on new external debt commitments (%),DT.INR.DPPG,0.75,0,0.297,0.4937,0.7677,1.4962,1.3178,1.3001,2.666,1.0239,1.4965,1.4213,1.2774,1.7634,1.501,2.4798,1.3307,1.6303,1.6954,1.688,1.4416,0.7688,1.1362,0.6225,0,0.75,0.7499,0.6631,0.4906,0.7499,0.75,0.75,0.75,0.9898,0.7499,0.9318,0.9562,3.2259,0,1.8079,1.1823,0.7772,1.1749,4.0419,0.6805,0.8573,0.8283,0.9475,0.9615,1.0851,1.563,2.709,2.0681,1.2794,1.9718,..
